,"bilingu_wordpair","en_wordpair","en_word_1","en_word_2","cs_wordpair","cs_word_1","cs_word_2","cs_annotator_ 1","cs_annotator_ 2","cs_annotator_ 3","cs_annotator_ 4","cs_annotator_ 5","cs_annotator_ 6","cs_annotator_ 7","cs_annotator_ 8","cs_annotator_ 9","cs_annotator_ 10","cs_annotator_ 11","cs_annotator_ 12","cs_annotator_ 13","cs_annotator_ 14","cs_annotator_ 15","cs_annotator_ 16","cs_annotator_ 17","cs_annotator_ 18","cs_annotator_ 19","cs_annotator_ 20","cs_annotator_ 21","cs_annotator_ 22","cs_annotator_ 23","cs_annotator_ 24","cs_annotator_ 25","cs upper CI","cs mean","cs lower CI"
"209","FBI-fingerprint_FBI-otisk prstu","FBI-fingerprint","FBI","fingerprint","FBI-otisk prstu","FBI","otisk prstu",6,"3",6,"6",8,7,8,6,"8",7,4,8,9,"8","7","6.5",7,"8","7",7,8,8,"8",6,7,"15.838804198927",11,"6.16119580107296"
"210","FBI-fingerprint_FBI-otisk","FBI-fingerprint","FBI","fingerprint","FBI-otisk","FBI","otisk",6,"2",6,"7",8,7,9,7,"8",5,3,6,9,"8","8","4",7,"7","6",7,2,7,"7",6,6,"14.9812296381621","10.12","5.25877036183786"
"211","FBI-investigation_FBI-vyšetřování","FBI-investigation","FBI","investigation","FBI-vyšetřování","FBI","vyšetřování",9,"6",7,"7",8,8,10,7,"9",7,7,8,9,"9.3","8","7",8,"7","7",8,9,8,"8.5",6,7,"18.3238101161522","12.48","6.63618988384783"
"212","fertility-egg_plodnost-vajíčko","fertility-egg","fertility","egg","plodnost-vajíčko","plodnost","vajíčko",8,"5",6,"7",8,9,10,8,"9",8,8,8,7,"9.3","8","4",8,"8","8",5,8,8,"7.5",6,7,"17.8939576083457","12.04","6.18604239165434"
"213","fertility-egg_plodnost-vejce","fertility-egg","fertility","egg","plodnost-vejce","plodnost","vejce",8,"4",7,"7",9,1,10,7,"9",7,8,9,8,"9.1","9","4.5",8,"8","8",4,9,6,"6",6,7,"17.2183803628554","11.48","5.74161963714459"
"214","fighting-defeating_boj-porážení","fighting-defeating","fighting","defeating","boj-porážení","boj","porážení",8,"5",7,"8",6,6,8,4,"9",8,2,8,9,"7.3","7","8",5,"6","8",5,8,7,"7.5",6,7,"14.8946947028571","10.6","6.30530529714291"
"215","fighting-defeating_zápas-porážka","fighting-defeating","fighting","defeating","zápas-porážka","zápas","porážka",4,"5",7,"8",7,7,10,4,"8",7,4,8,9,"8","4","6.5",7,"6","7",7,10,8,"8.5",6,6,"15.8563786061696",11,"6.14362139383042"
"216","fighting-defeating_bojování-porážení","fighting-defeating","fighting","defeating","bojování-porážení","bojování","porážení",7,"7",7,"7",7,8,9,4,"9",5,5,7,9,"7.8","8","7.5",6,"4","8",5,9,5,"7",5,8,"15.3618909418659","10.72","6.07810905813415"
"217","five-month_pět-měsíc","five-month","five","month","pět-měsíc","pět","měsíc",1,"0",0,"0",1,0,0,0,"4",5,4,2,3,"5","4","4",3,"2","5",3,7,1,"5.5",0,3,"8.11939229559047","4.8","1.48060770440953"
"218","focus-life_zaostření-život","focus-life","focus","life","zaostření-život","zaostření","život",0,"1.5",0,"5.5",0,2,0,0,"0",5,1,1,1,"1.5","1","1",1,"2","3",0,0,0,"4",0,0,"3.73359129777271","2.36","0.986408702227286"
"219","focus-life_zaměření-život","focus-life","focus","life","zaměření-život","zaměření","život",5,"1",0,"1",6,0,0,0,"6",6,1,4,5,"7.3","3","1",3,"3","7",2,2,1,"7",0,0,"10.4973533263462","5.8","1.10264667365383"
"220","focus-life_smysl-život","focus-life","focus","life","smysl-život","smysl","život",7,"7",5,"6",7,7,6,1,"7",8,6,8,7,"9.9","2","5.5",7,"8","9",6,8,2,"9.5",6,6,"18.1049965059508","11.48","4.85500349404917"
"221","focus-life_pozornost-život","focus-life","focus","life","pozornost-život","pozornost","život",4,"0",1,"2",4,0,0,0,"6",3,1,4,1,"0.8","0","2",3,"4.5","4",1,5,2,"6.5",0,0,"5.06584786842758","3.48","1.89415213157242"
"222","food-fruit_jídlo-ovoce","food-fruit","food","fruit","jídlo-ovoce","jídlo","ovoce",7,"6",7,"8.5",8,8,10,1,"9",8,7,8,9,"8.4","8","8",8,"9","7",7,10,7,"8",7,8,"17.5381951858804","12.32","7.10180481411963"
"223","food-preparation_jídlo-příprava","food-preparation","food","preparation","jídlo-příprava","jídlo","příprava",8,"2",4,"6",6,6,7,2,"7",7,4,8,4,"7.9","7","5",4,"4","7",6,9,2,"6",5,6,"13.8640913415872","9.08","4.29590865841282"
"224","food-rooster_jídlo-kohout","food-rooster","food","rooster","jídlo-kohout","jídlo","kohout",2,"4",1,"8",8,2,0,0,"4",4,5,7,3,"3.5","1","3",5,"7","6",0,5,2,"4",1,1,"8.55596739028657","5.88","3.20403260971343"
"225","football-basketball_fotbal-basketbal","football-basketball","football","basketball","fotbal-basketbal","fotbal","basketbal",8,"5",7,"5",7,3,10,3,"7",8,6,8,8,"8.7","8","8",8,"6","8",6,10,8,"6",6,8,"16.3928453280474","11.08","5.76715467195265"
"226","football-soccer_fotbal-fotbal","football-soccer","football","soccer","fotbal-fotbal","fotbal","fotbal",10,"10",10,"10",10,10,10,10,"10",10,10,10,10,"10","10","10",10,"10","10",10,10,10,"10",10,10,"9.55309330823088","8.16","6.76690669176912"
"227","football-soccer_fotbal-kopaná","football-soccer","football","soccer","fotbal-kopaná","fotbal","kopaná",9,"10",9,"9",10,9,10,10,"10",8,9,10,10,"9.9","9","9.9",9,"7","9",8,10,10,"10",10,10,"19.1608562474291","12.88","6.59914375257091"
"228","football-tennis_fotbal-tenis","football-tennis","football","tennis","fotbal-tenis","fotbal","tenis",8,"5",7,"6",7,4,10,3,"7",8,6,8,6,"8.8","8","8.5",8,"5","8",6,10,8,"7.5",7,8,"16.8515217581047","11.36","5.86847824189526"
"229","forest-graveyard_les-hřbitov","forest-graveyard","forest","graveyard","les-hřbitov","les","hřbitov",2,"3",1,"2",4,4,8,0,"2",4,3,3,1,"2.3","1","5",3,"3","6",2,4,3,"6.5",1,1,"6.73414470871276","4.84","2.94585529128724"
"230","fuck-sex_šoustání-sex","fuck-sex","fuck","sex","šoustání-sex","šoustání","sex",10,"10",8,"9",10,9,10,10,"10",8,7,10,10,"9.8","8","8.5",9,"9","8",8,10,9,"10",10,10,"19.1348116655309","12.84","6.5451883344691"
"231","fuck-sex_šoustat-sex","fuck-sex","fuck","sex","šoustat-sex","šoustat","sex",10,"7.5",8,"9",9,9,10,10,"10",7,9,10,10,"9.8","9","8",9,"9","7",7,10,9,"9.75",10,10,"20.4604809112331","14.12","7.77951908876692"
"232","fuck-sex_šukat-sex","fuck-sex","fuck","sex","šukat-sex","šukat","sex",9,"8",8,"9",9,9,10,10,"10",7,8,10,10,"9.2","8","8.5",9,"7","8",6,10,9,"9.5",10,10,"19.2423086174758","13.44","7.63769138252415"
"233","furnace-stove_pec-kamna","furnace-stove","furnace","stove","pec-kamna","pec","kamna",8,"8",8,"7",8,8,10,8,"10",8,7,9,10,"9.9","9","9",7,"8","8",9,10,9,"9",8,9,"19.7401733465296","13.36","6.97982665347036"
"234","furnace-stove_pec-trouba","furnace-stove","furnace","stove","pec-trouba","pec","trouba",9,"8",9,"5",9,9,10,10,"9",4,8,9,9,"9.8","8","9",8,"8","8",8,10,9,"9.5",8,9,"19.9305244608366","13.64","7.34947553916343"
"235","game-defeat_hra-porážka","game-defeat","game","defeat","hra-porážka","hra","porážka",7,"6",7,"6",7,7,9,7,"9",7,5,8,7,"8.8","8","7.5",7,"5","7",7,9,6,"6.5",6,8,"16.7138703462955","11.28","5.84612965370452"
"236","game-round_hra-kolo","game-round","game","round","hra-kolo","hra","kolo",2,"4",5,"6",7,3,9,6,"8",6,5,7,9,"8.7","9","2",2,"8","5",3,7,7,"4",5,8,"15.2865033850056","9.8","4.31349661499443"
"237","game-series_hra-série","game-series","game","series","hra-série","hra","série",2,"1",6,"3",1,2,2,7,"3",7,2,6,8,"7","3","3.5",2,"7","7",2,1,2,"5",5,6,"11.4399456142573","7.12","2.80005438574272"
"238","game-team_hra-tým","game-team","game","team","hra-tým","hra","tým",4,"6",5,"7",9,8,10,7,"8",7,7,9,8,"9","5","7",8,"8","6",7,10,6,"8.75",6,7,"17.7258463195822",12,"6.27415368041785"
"239","game-victory_hra-vítězství","game-victory","game","victory","hra-vítězství","hra","vítězství",4,"7",7,"7",8,8,9,7,"9",7,4,8,7,"8","7","7",7,"5","6",6,9,5,"6",6,7,"15.4752151196711","10.72","5.96478488032888"
"240","gem-jewel_drahokam-šperk","gem-jewel","gem","jewel","drahokam-šperk","drahokam","šperk",8,"8",8,"8.5",9,9,10,9,"9",8,7,9,10,"9.8","7","8.5",6,"8","8",8,10,9,"9",6,9,"19.8920344343378","13.64","7.38796556566225"
"241","gem-jewel_klenot-šperk","gem-jewel","gem","jewel","klenot-šperk","klenot","šperk",8,"6",8,"7",10,9,10,10,"9",8,8,10,10,"9.7","9","9",8,"7","8",6,10,9,"8.75",7,9,"19.587559075067","13.48","7.372440924933"
"242","gem-jewel_drahokam-klenot","gem-jewel","gem","jewel","drahokam-klenot","drahokam","klenot",9,"7",8,"7",10,8,9,9,"9",7,8,10,10,"9.7","8","8",8,"7","8",6,10,8,"8.5",7,9,"19.3535541466911","13.24","7.12644585330894"
"243","gender-equality_rod-rovnost","gender-equality","gender","equality","rod-rovnost","rod","rovnost",2,"2",6,"1",0,4,0,1,"4",6,2,6,4,"5.3","3","3",3,"5","4",4,1,0,"0.5",0,0,"8.27827994168958","4.96","1.64172005831042"
"244","gender-equality_pohlaví-rovnost","gender-equality","gender","equality","pohlaví-rovnost","pohlaví","rovnost",7,"5",3,"8",6,8,10,5,"6",6,5,8,4,"8","8","5",8,"5","8",6,9,5,"5",6,5,"14.859637349415","10.08","5.30036265058503"
"245","glass-magician_sklo-kouzelník","glass-magician","glass","magician","sklo-kouzelník","sklo","kouzelník",0,"1",0,"1",1,1,2,0,"1",4,2,0,1,"3","1","4",1,"2","3",0,1,4,"0.5",0,0,"4.75491215010387","2.76","0.765087849896126"
"246","glass-magician_sklenice-kouzelník","glass-magician","glass","magician","sklenice-kouzelník","sklenice","kouzelník",4,"1",0,"1",3,1,6,0,"1",7,1,6,1,"2.3","3","5",3,"4","4",2,2,4,"3",3,0,"6.01711121692705","4.28","2.54288878307295"
"247","glass-metal_sklo-kov","glass-metal","glass","metal","sklo-kov","sklo","kov",8,"4",7,"8",2,0,10,7,"8",8,5,8,6,"9","8","8",8,"4","8",7,10,7,"8",6,8,"17.0126864677296","11.28","5.54731353227041"
"248","government-crisis_vláda-krize","government-crisis","government","crisis","vláda-krize","vláda","krize",4,"6",5,"6",7,4,9,0,"6",7,2,7,5,"7.4","7","4",5,"3","7",6,8,3,"4",5,6,"12.9657990595537","8.56","4.15420094044627"
"249","governor-interview_guvernér-rozhovor","governor-interview","governor","interview","guvernér-rozhovor","guvernér","rozhovor",7,"1",3,"4",4,6,5,0,"5",5,2,1,3,"9","5","5",3,"4","6",3,1,1,"4",4,1,"13.3460340869633","7.4","1.45396591303675"
"250","governor-interview_guvernér-interview","governor-interview","governor","interview","guvernér-interview","guvernér","interview",2,"1",5,"5",4,4,8,0,"8",6,2,7,4,"9.2","1","5",2,"3","7",4,5,3,"4.5",4,1,"13.9970277307484","7.92","1.84297226925161"
"251","governor-office_guvernér-úřad","governor-office","governor","office","guvernér-úřad","guvernér","úřad",8,"6",7,"4",8,8,10,4,"9.5",6,4,7,8,"8.8","4","8",3,"3","6",5,9,7,"7",5,7,"16.1687027704112","10.6","5.03129722958884"
"252","governor-office_guvernér-kancelář","governor-office","governor","office","guvernér-kancelář","guvernér","kancelář",7,"5",5,"6",6,7,8,0,"6",7,2,8,8,"8.7","6","6.5",6,"2","7",4,7,3,"5",4,1,"14.6839148010516","9.2","3.71608519894838"
"253","grocery-money_potraviny-peníze","grocery-money","grocery","money","potraviny-peníze","potraviny","peníze",4,"2",2,"6",5,3,9,0,"7",6,2,6,3,"7","3","5",6,"5","6",3,8,3,"4",1,4,"11.7280592202413","7.52","3.31194077975866"
"254","Harvard-Yale_Harvard-Yale","Harvard-Yale","Harvard","Yale","Harvard-Yale","Harvard","Yale",8,"8",7,"8",9,6,10,7,"10",8,7,8,9,"9.4","7","9.5",9,"8.9","9",6,10,8,"9.5",8,9,"19.4019559387534","13.28","7.15804406124662"
"255","holy-sex_svatý-sex","holy-sex","holy","sex","svatý-sex","svatý","sex",5,"0",4,"1",1,0,0,0,"3",1,2,4,0,"7","0","4",1,"4","2",2,3,5,"0.5",1,1,"9.00987977351614","4.64","0.27012022648386"
"256","hospital-infrastructure_nemocnice-infrastruktura","hospital-infrastructure","hospital","infrastructure","nemocnice-infrastruktura","nemocnice","infrastruktura",4,"3",7,"2",8,1,2,2,"6",8,5,7,3,"4","4","7",6,"3","4",4,8,4,"4",2,5,"9.43934517630159","6.88","4.32065482369841"
"257","hotel-reservation_hotel-rezervace","hotel-reservation","hotel","reservation","hotel-rezervace","hotel","rezervace",6,"6.5",7,"8.5",7,8,9,4,"9",7,3,8,8,"8.9","7","6.5",8,"7","7",8,10,7,"8",7,7,"17.433736262488","11.84","6.24626373751199"
"258","hundred-percent_sto-procento","hundred-percent","hundred","percent","sto-procento","sto","procento",6,"3",7,"1",8,4,10,0,"9",7,7,8,7,"9.6","7","8",7,"7","5",7,10,5,"8",6,6,"17.3728263759488","11.08","4.78717362405116"
"259","championship-tournament_mistrovství-turnaj","championship-tournament","championship","tournament","mistrovství-turnaj","mistrovství","turnaj",9,"5",8,"3",7,6,9,6,"9",7,4,9,8,"8","8","8",7,"7","7",7,10,9,"9",6,9,"16.4636825336028","11.6","6.73631746639719"
"260","championship-tournament_šampionát-turnaj","championship-tournament","championship","tournament","šampionát-turnaj","šampionát","turnaj",9,"8",7,"6",9,9,6,7,"9",8,8,10,7,"9.4","8","9",7,"6","7",8,10,9,"10",7,9,"17.9743728849616","12.08","6.18562711503839"
"261","chance-credibility_šance-důvěryhodnost","chance-credibility","chance","credibility","šance-důvěryhodnost","šance","důvěryhodnost",1,"2",1,"6",2,5,8,0,"8",3,1,4,8,"3","6","1",2,"4","3",2,0,1,"6.5",0,3,"7.57892315651319","5.24","2.90107684348681"
"262","chance-credibility_náhoda-důvěryhodnost","chance-credibility","chance","credibility","náhoda-důvěryhodnost","náhoda","důvěryhodnost",2,"2",0,"1",0,0,6,1,"4",4,1,9,7,"4","1","5",1,"2","4",1,1,2,"3",0,0,"7.24418615749137","4.48","1.71581384250863"
"263","chance-credibility_šance-věrohodnost","chance-credibility","chance","credibility","šance-věrohodnost","šance","věrohodnost",2,"0",0,"1",3,2,0,0,"3",6,1,2,1,"3.2","3","5",2,"4","4",1,3,1,"2.5",0,6,"6.2803204550172","4.04","1.7996795449828"
"264","change-attitude_změna-postoj","change-attitude","change","attitude","změna-postoj","změna","postoj",3,"1",5,"4",8,6,10,0,"8",7,7,8,5,"7.8","2","6",4,"6","6",4,9,1,"8",6,6,"14.0479695011359","9.16","4.27203049886411"
"265","chord-smile_akord-úsměv","chord-smile","chord","smile","akord-úsměv","akord","úsměv",1,"0",0,"1",2,0,1,0,"3",6,1,0,2,"4","3","6",1,"8","3",0,0,0,"5",0,0,"7.56376627678649","4.36","1.15623372321351"
"266","image-surface_zobrazení-povrch","image-surface","image","surface","zobrazení-povrch","zobrazení","povrch",4,"2",2,"2",7,8,7,0,"5",5,1,5,5,"8.7","1","4",2,"8","4",2,8,1,"7.5",2,0,"13.8256442962508","8.04","2.25435570374921"
"267","image-surface_obraz-povrch","image-surface","image","surface","obraz-povrch","obraz","povrch",2,"2",6,"1",6,0,0,0,"2",5,1,2,6,"5.6","5","3",2,"6","5",2,3,2,"4",2,0,"9.04300491891226","5.52","1.99699508108774"
"268","impartiality-interest_nestrannost-zájem","impartiality-interest","impartiality","interest","nestrannost-zájem","nestrannost","zájem",9,"8",6,"7",2,5,3,2,"3",6,1,6,7,"9","6","4",4,"4.5","8",5,10,3,"6.5",6,9,"15.6052191939878","9.76","3.91478080601219"
"269","investigation-effort_vyšetřování-snaha","investigation-effort","investigation","effort","vyšetřování-snaha","vyšetřování","snaha",1,"3",6,"7",5,3,0,0,"9",6,1,7,6,"6.7","6","5",4,"8.4","3",5,0,3,"7.5",6,6,"12.3986629925811","8.12","3.84133700741888"
"270","investigation-effort_vyšetřování-úsilí","investigation-effort","investigation","effort","vyšetřování-úsilí","vyšetřování","úsilí",5,"2",7,"6",6,3,1,6,"8",6,2,5,9,"7","5","7",2,"7","6",4,2,5,"8",3,5,"13.0414885974739","8.68","4.31851140252606"
"271","investor-earning_investor-výdělek","investor-earning","investor","earning","investor-výdělek","investor","výdělek",4,"6",6,"8",8,8,10,6,"10",7,4,7,6,"8.4","8","6",7,"7","7",6,5,7,"8",7,7,"16.0049541260524","10.8","5.5950458739476"
"272","investor-earning_investor-výnos","investor-earning","investor","earning","investor-výnos","investor","výnos",5,"6",7,"7",7,8,10,6,"8",8,1,8,3,"8.8","4","7",6,"6","6",6,10,5,"8",6,4,"16.4219930063423","10.8","5.17800699365772"
"273","investor-earning_investor-příjem","investor-earning","investor","earning","investor-příjem","investor","příjem",2,"6",7,"7",7,4,9,4,"9",6,2,8,4,"7.6","5","5",2,"2","6",5,5,3,"7",6,5,"13.5475146966503","8.88","4.21248530334966"
"274","jaguar-car_jaguár-auto","jaguar-car","jaguar","car","jaguár-auto","jaguár","auto",9,"6",0,"8",10,8,10,7,"9",6,6,8,9,"8.5","5","7",8,"8","8",7,10,9,"6",6,9,"16.9256320378121","11.76","6.59436796218788"
"275","jaguar-car_jaguár-automobil","jaguar-car","jaguar","car","jaguár-automobil","jaguár","automobil",9,"6",3,"9",10,7,10,6,"9",7,6,8,9,"8.5","5","7.5",8,"8","8",7,10,9,"6",6,9,"17.0983475602642","11.96","6.82165243973576"
"276","jaguar-cat_jaguár-kočka","jaguar-cat","jaguar","cat","jaguár-kočka","jaguár","kočka",9,"6",7,"5",7,8,10,2,"9",8,6,8,8,"8.2","2","8",8,"6","6",6,10,8,"6.5",6,8,"15.8925016685955","10.96","6.02749833140449"
"277","Japanese-American_Japonec-Američan","Japanese-American","Japanese","American","Japonec-Američan","Japonec","Američan",8,"5",7,"7",8,2,9,0,"10",8,6,8,3,"6.9","9","8",8,"4","8",6,10,8,"7",6,9,"14.0017296250841","9.96","5.91827037491593"
"278","Jerusalem-Israel_Jeruzalém-Izrael","Jerusalem-Israel","Jerusalem","Israel","Jeruzalém-Izrael","Jeruzalém","Izrael",8,"7",8,"6",9,8,10,5,"10",7,7,8,10,"9.8","8","8",8,"5","8",7,10,9,"9.5",7,9,"18.8957315873484","12.56","6.22426841265165"
"279","Jerusalem-Palestinian_Jeruzalém-Palestinec","Jerusalem-Palestinian","Jerusalem","Palestinian","Jeruzalém-Palestinec","Jeruzalém","Palestinec",9,"5",7,"9",8,10,10,6,"10",8,7,9,4,"8.8","8","6.5",8,"8","9",5,10,9,"7.5",7,7,"17.5032995020104",12,"6.49670049798963"
"280","journal-association_žurnál-asociace","journal-association","journal","association","žurnál-asociace","žurnál","asociace",2,"2",0,"6",1,0,5,0,"4",3,1,3,4,"6","1","4",1,"5","2",5,4,1,"2",0,0,"8.86797008144315","5.12","1.37202991855685"
"281","journal-association_časopis-sdružení","journal-association","journal","association","časopis-sdružení","časopis","sdružení",6,"1.5",2,"1",2,0,2,0,"6",6,1,5,4,"6.3","2","4",2,"5","4",2,7,1,"3",5,3,"9.58106878407107","5.84","2.09893121592893"
"282","journal-association_deník-asociace","journal-association","journal","association","deník-asociace","deník","asociace",4,"0",0,"5",2,0,8,0,"2",6,1,1,1,"3.8","0","3",1,"7","4",1,3,1,"5",0,0,"7.43240507218535","4.56","1.68759492781465"
"283","journey-car_cesta-auto","journey-car","journey","car","cesta-auto","cesta","auto",7,"4",6,"7",9,8,10,7,"9",5,5,6,4,"7.9","6","6",5,"8","7",5,7,8,"7",6,5,"15.3856937640045","10.6","5.81430623599554"
"284","journey-car_cesta-automobil","journey-car","journey","car","cesta-automobil","cesta","automobil",7,"5",5,"7",8,8,10,4,"9",6,5,7,4,"7.8","6","6",4,"8","7",5,7,8,"7",7,5,"15.2521673048422","10.52","5.78783269515781"
"285","journey-voyage_cesta-výprava","journey-voyage","journey","voyage","cesta-výprava","cesta","výprava",9,"6",8,"8",9,10,7,7,"10",8,8,8,6,"6","9","8",8,"6","9",8,7,8,"8",9,9,"14.4332688657432","11.08","7.72673113425678"
"286","journey-voyage_cesta-putování","journey-voyage","journey","voyage","cesta-putování","cesta","putování",10,"6",9,"8",9,10,9,8,"10",9,9,9,9,"8","8","8",8,"7","9",8,8,9,"9",8,10,"17.2951068934642","12.56","7.82489310653579"
"287","journey-voyage_cesta-cesta","journey-voyage","journey","voyage","cesta-cesta","cesta","cesta",10,"10",10,"10",10,10,10,10,"10",10,10,10,10,"10","10","10",10,"10","10",10,10,10,"10",10,10,"9.55309330823088","8.16","6.76690669176912"
"288","journey-voyage_cesta-plavba","journey-voyage","journey","voyage","cesta-plavba","cesta","plavba",8,"3",7,"7",7,8,10,4,"9.5",7,6,8,7,"6","8","7.5",7,"5","8",7,9,7,"8.5",6,8,"13.9428374736185","10.52","7.09716252638148"
"289","king-cabbage_král-zelí","king-cabbage","king","cabbage","král-zelí","král","zelí",5,"0",0,"0",0,0,0,0,"1",2,1,0,0,"3","2","3",0,"4","5",0,0,0,"0",0,0,"4.65531228458219","2.52","0.384687715417807"
"290","king-cabbage_král-kapusta","king-cabbage","king","cabbage","král-kapusta","král","kapusta",4,"1",0,"0",0,0,0,0,"0",4,1,0,0,"0","0","2",0,"1","4",0,0,0,"0",0,0,"1.80782858020982","1.12","0.432171419790176"
"291","king-queen_král-královna","king-queen","king","queen","král-královna","král","královna",9,"7",8,"9",9,9,10,8,"9.5",8,8,9,10,"9.9","8","9",8,"9","8",9,10,9,"9",8,9,"20.5804361229131","14.24","7.8995638770869"
"292","king-rook_král-věž","king-rook","king","rook","král-věž","král","věž",7,"2",5,"3",10,5,9,5,"8",7,3,5,4,"7.8","7","7",2,"7","4",5,10,7,"8",7,8,"14.7803999361091","9.96","5.13960006389093"
"293","lad-brother_chlapec-bratr","lad-brother","lad","brother","chlapec-bratr","chlapec","bratr",9,"4",4,"7",7,9,9,2,"8",5,5,7,5,"4","5","8",8,"9","9",5,7,7,"8",7,8,"12.9309297443972",10,"7.06907025560285"
"294","lad-brother_mladík-bratr","lad-brother","lad","brother","mladík-bratr","mladík","bratr",6,"5",4,"7",6,9,9,3,"9",7,5,7,4,"4","8","7",7,"8","8",4,6,6,"6",7,8,"11.9676005908024","9.36","6.75239940919761"
"295","lad-brother_hoch-bratr","lad-brother","lad","brother","hoch-bratr","hoch","bratr",9,"4",4,"6",9,9,4,2,"6",3,6,1,3,"4.5","4","8",6,"8","7",5,6,3,"6",6,8,"11.4759011986451","8.48","5.4840988013549"
"296","lad-wizard_mladík-čaroděj","lad-wizard","lad","wizard","mladík-čaroděj","mladík","čaroděj",1,"2",2,"2",7,3,5,0,"0",7,5,6,2,"7.6","4","5",6,"3","4",2,3,2,"4",4,7,"11.5868955239889","6.88","2.1731044760111"
"297","lad-wizard_chlapec-čaroděj","lad-wizard","lad","wizard","chlapec-čaroděj","chlapec","čaroděj",1,"3",2,"6",5,4,0,0,"1",6,4,1,5,"3.3","5","6",4,"2","4",2,4,1,"3.5",4,7,"7.60475259997794","5.36","3.11524740002207"
"298","lad-wizard_hoch-čaroděj","lad-wizard","lad","wizard","hoch-čaroděj","hoch","čaroděj",3,"4",2,"3",6,0,5,0,"1",6,5,2,4,"3.2","7","5",4,"2","6",2,5,2,"4",4,7,"7.81730622682689","5.68","3.54269377317311"
"299","law-lawyer_zákon-právník","law-lawyer","law","lawyer","zákon-právník","zákon","právník",8,"3",7,"7",8,9,10,7,"8",8,5,9,8,"9","8","7",8,"9","7",7,9,7,"8",7,7,"18.0318431534855","12.32","6.60815684651449"
"300","law-lawyer_právo-právník","law-lawyer","law","lawyer","právo-právník","právo","právník",8,"6",7,"8",8,9,10,8,"9.5",8,7,9,8,"9.9","8","8.5",9,"8","8",8,10,9,"9.5",8,7,"19.9125175017908","13.56","7.20748249820922"
"301","lawyer-evidence_právník-důkazy","lawyer-evidence","lawyer","evidence","právník-důkazy","právník","důkazy",5,"3",6,"8",8,9,10,3,"8",7,6,8,7,"7.8","1","6",8,"7.7","6",5,9,7,"8.5",6,7,"15.5079481166445","10.72","5.93205188335552"
"302","lawyer-evidence_právník-důkaz","lawyer-evidence","lawyer","evidence","právník-důkaz","právník","důkaz",5,"4",7,"7",7,9,9,7,"9",8,6,8,5,"8","8","5",6,"5","7",7,9,7,"8",6,6,"15.5693476111693","10.8","6.03065238883075"
"303","liability-insurance_náchylnost-pojištění","liability-insurance","liability","insurance","náchylnost-pojištění","náchylnost","pojištění",7,"5",4,"4",1,6,0,2,"7",1,1,3,5,"7.6","4","3",5,"5","3",4,0,4,"2",5,1,"11.5648798372508","6.8","2.03512016274923"
"304","liability-insurance_pojištění-odpovědnosti","liability-insurance","liability","insurance","pojištění-odpovědnosti","pojištění","odpovědnosti",2,"4",5,"5",8,9,9,7,"10",4,7,8,6,"9.3","9","8",7,"6","7",6,10,4,"8.75",5,6,"17.0259894654902","10.96","4.89401053450984"
"305","liability-insurance_ručení-pojištění","liability-insurance","liability","insurance","ručení-pojištění","ručení","pojištění",4,"2",6,"6",6,8,8,0,"9",8,4,8,8,"7.6","8","7.5",8,"5","5",5,8,2,"8.5",6,7,"14.6368748985599","9.96","5.28312510144012"
"306","liability-insurance_riziko-pojištění","liability-insurance","liability","insurance","riziko-pojištění","riziko","pojištění",6,"4",7,"6",6,3,9,0,"8",7,2,7,5,"4","3","7",6,"3","6",8,10,7,"9",6,7,"11.5041493808553","8.68","5.85585061914473"
"307","life-death_život-smrt","life-death","life","death","život-smrt","život","smrt",7,"3",7,"9",10,8,10,9,"10",9,6,9,10,"9.9","9","9",9,"9","9",7,10,9,"10",7,10,"19.1242077302638","12.72","6.3157922697362"
"308","life-lesson_život-lekce","life-lesson","life","lesson","život-lekce","život","lekce",7,"5",2,"5",5,6,8,4,"8",6,2,5,7,"9.8","2","3",4,"8","3",5,5,3,"8",5,3,"16.3958702138846","9.8","3.20412978611544"
"309","life-term_život-doba","life-term","life","term","život-doba","život","doba",7,"7.5",6,"7.5",4,4,0,9,"9",7,2,7,4,"7","5","6.5",5,"9","6",5,8,7,"7",3,1,"14.2459615858953","9.76","5.27403841410473"
"310","life-term_život-těhotenství","life-term","life","term","život-těhotenství","život","těhotenství",9,"2",5,"7",6,0,10,7,"9",7,3,9,8,"10","7","3",5,"7","6",4,9,8,"7.5",5,3,"9.7992650519711",8,"6.2007349480289"
"311","life-term_život-termín","life-term","life","term","život-termín","život","termín",6,"1",0,"3",0,0,0,0,"2",2,1,7,2,"4.5","2","4",2,"5","5",2,0,3,"1",0,0,"7.25046331407239","4.24","1.22953668592761"
"312","life-term_doživotní-trest","life-term","life","term","doživotní-trest","doživotní","trest",7,"6",5,"8",8,9,10,8,"9",7,7,8,9,"8.8","8","8",7,"4","7",7,10,4,"9",5,6,"17.4235562336912","11.88","6.33644376630881"
"313","line-insurance_čára-pojištění","line-insurance","line","insurance","čára-pojištění","čára","pojištění",0,"2",0,"0",1,0,0,0,"0",3,1,2,3,"1.5","2","1",2,"4","2",2,0,0,"0",0,0,"3.33705865797702","2.12","0.902941342022983"
"314","line-insurance_linka-pojištění","line-insurance","line","insurance","linka-pojištění","linka","pojištění",0,"1",0,"1",1,2,2,2,"4",3,2,5,4,"2","1","3",6,"3","4",1,1,0,"1",3,5,"4.84965757432023","3.48","2.11034242567977"
